mol_id,title,num_confs,has_sites,b_lp_Chiralities_Consistent,i_epik_Tot_Q,i_epik_Tot_abs_Q,i_f3d_flags,i_lp_mmshare_version,i_m_ct_format,i_m_source_file_index,i_mol_phasedb_index,r_epik_Charging_Adjusted_Penalty,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_f3d_energy,r_f3d_relative_energy,r_lp_Energy,r_lp_tautomer_probability,s_epik_Chemistry_Notes,s_epik_cmdline,s_epik_input,s_lp_Force_Field,s_lp_Variant,s_lp_label,s_m_source_file,s_phase_Unique_SMILES,s_phase_variant,s_st_Chirality_1,s_st_Chirality_2,s_st_Chirality_3,s_st_Chirality_4,s_st_Chirality_5,s_st_Chirality_6,s_st_EZ_1
159,Z1014179830,10,1,1,0,0,0,57141,2,121,159,0.410679838952604,0,0,0,0.4107,104.40986,0,48.510215,0.5,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PYzFbY0hdW2NIXWMoW2NIXWMxT1tDSDNdKVtDSDJdW0NIMl1bQ0BIXTJbQ0gyXVtDSDJdW0NIMl1bQ0gyXU4yQyg9TyljM1tjSF1bY0hdW25IXW4z,OPLS_2005,Z1014179830-3,121_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,[nH]1nccc1C(=O)N2CCCC[C@@H]2CCc3cc(OC)c(cc3)OC,Z1014179830-2,9_R_14_8_10_36,NULL,NULL,NULL,NULL,NULL,NULL
160,Z1632799603,10,1,1,2,2,0,57141,2,122,160,0.223686794786343,0.2796,0.0154,0.2642,0.2082,13727.68637,0,27.694197,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,RltDSF0oRilPYzFjKFtDSDNdKVtjSF1jKFtjSF1jMVtDSDNdKVtDSDJdTjJbQ0gyXVtDSDJdW0NIMl1bQ0BASF0oW0NIMl0yKVtDSDJdYzNuW2NIXVtjSF1uM1tDSDNd,OPLS_2005,Z1632799603-4,122_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_4,phasedb_3-LIGPREP-001-in.maegz,FC(F)Oc(c(C)c1)c(C)cc1C[N@H+](C2)CCC[C@H]2Cc3n(C)cc[nH+]3,Z1632799603-1,6_S_5_18_7_54,10_S_18_11_9_39,NULL,NULL,NULL,NULL,NULL
161,Z1632799603,10,1,1,1,1,0,57141,2,122,161,1.40582506563082,0.6185,0.6185,0,0.7874,13740.52172,0,18.41396,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,RltDSF0oRilPYzFjKFtDSDNdKVtjSF1jKFtjSF1jMVtDSDNdKVtDSDJdTjJbQ0gyXVtDSDJdW0NIMl1bQ0BASF0oW0NIMl0yKVtDSDJdYzNuW2NIXVtjSF1uM1tDSDNd,OPLS_2005,Z1632799603-5,122_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,FC(F)Oc(c(C)c1)c(C)cc1C[N@@H+](C2)CCC[C@@H]2Cc3nccn3C,Z1632799603-2,6_R_5_18_7_54,10_R_18_11_9_39,NULL,NULL,NULL,NULL,NULL
162,Z1432450359,10,1,1,0,0,0,57141,2,123,162,0.0417804667218336,0.0418,0,0.0418,0.0418,35.90120999999999,0,54.33147,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11uMVtjSF1bY0hdYyhbY0hdMSlDKD1PKU4oW0NIMl0yKVtDSDJdW0NAQEhdKFtDQEBIXTIzKU4oW0NIMl1bQ0gyXU8zKVtDSDJdYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQ=,OPLS_2005,Z1432450359-2,123_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-001-in.maegz,Cn(c1)ccc1C(=O)N(C2)C[C@@H]([C@H]23)OCCN3Cc4ccccc4,Z1432450359-1,10_S_11_22_9_32,22_S_14_10_23_44,NULL,NULL,NULL,NULL,NULL
163,Z646610602,10,1,1,0,0,0,57141,2,124,163,0.0869388626435741,0.0871,0,0.0871,0.08690000000000001,26.21261,0,16.944814,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1jKGMxMiljKGMoW0NIM10pW25IXTIpW0NIXTNbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdMyljKG5bY0hdbjQpYyhjNDUpW2NIXW5uNVtDSDNd,OPLS_2005,Z646610602-1,124_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,c1cccc(c12)[nH]c(C)c2C3CCN(CC3)c4ncnc(c45)n(C)nc5,Z646610602-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,Z646610602,10,1,1,1,1,0,57141,2,124,164,2.35998056031928,1.18,1.18,0,1.18,45.97336,0,25.504889,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1jKGMxMiljKGMoW0NIM10pW25IXTIpW0NIXTNbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdMyljKG5bY0hdbjQpYyhjNDUpW2NIXW5uNVtDSDNd,OPLS_2005,Z646610602-2,124_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,c1cccc(c12)[nH]c(C)c2C3CCN(CC3)c4[nH+]cnc(c45)n(C)nc5,Z646610602-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,Z1462085724,10,1,1,0,0,0,57141,2,125,165,0.217597376991154,0.0328,0,0.0328,0.2176,14.15571000000001,0,8.237481000000001,0.842599999161192,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W05IMl1jMVtjSF1jKG5bbkhdMSlbQ0hdMltDSDJdW0NIMl1OKFtDSDJdW0NIMl0yKWMzbmMoQyhGKShGKUYpW2NIXXMz,OPLS_2005,Z1462085724-1,125_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,FC(F)(F)c1csc(n1)N(CC2)CCC2c3cc(N)n[nH]3,Z1462085724-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,Z1462085724,10,1,1,0,0,0,57141,2,125,166,0.733863356078714,0.0159,0,0.0159,0.7339,14.48147000000001,0,4.479562,0.157399999843308,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W05IMl1jMVtjSF1jKG5bbkhdMSlbQ0hdMltDSDJdW0NIMl1OKFtDSDJdW0NIMl0yKWMzbmMoQyhGKShGKUYpW2NIXXMz,OPLS_2005,Z1462085724-2,125_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-001-in.maegz,FC(F)(F)c1csc(n1)N(CC2)CCC2c3cc(N)[nH]n3,Z1462085724-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5001,Z1238980472,10,1,1,1,1,0,57141,2,126,5001,0.0010577947455448,0.0019,0.0011,0.0008,-0,53.34987000000002,0,49.941565,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1jKFtDSDNdKW4objEpLWMyW2NIXVtjSF1jKG5uMilOM1tDSDJdW0NIMl1bQ0BASF0oW0NIMl0zKU40W0NIMl1bQ0gyXVtDSDJdW0NIMl1bQ0gyXTQ=,OPLS_2005,Z1238980472-2,126_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-001-in.maegz,Cc1cc(C)n(n1)-c2ccc(nn2)N(C3)CC[C@H]3[NH+]4CCCCC4,Z1238980472-1,14_R_15_21_13_38,NULL,NULL,NULL,NULL,NULL,NULL
5002,RG7388,10,1,1,-1,1,0,57141,2,1,5002,0.0554435824809688,0.0554,0.0009,0.0546,0.0546,4135.825260000001,0,60.653718,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,RmMxW2NIXWMoQ2wpW2NIXVtjSF1jMVtDQF0yKEMjTilbQ0BASF0oYzNbY0hdW2NIXWMoQ2wpW2NIXWMzRilbQ0BASF0oW05IXVtDQEhdMkMoW0NIM10pKFtDSDNdKVtDSDNdKUMoPU8pW05IXWM0YyhPW0NIM10pW2NIXWMoQyg9TylbT0hdKVtjSF1bY0hdNA==,OPLS_2005,RG7388-1,1_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,c1cc(Cl)cc(F)c1[C@@]2(C#N)[C@H](C(C)(C)C)N[C@@H](C(=O)Nc(cc3)c(OC)cc3C([O-])=O)[C@@H]2c4c(F)cc(Cl)cc4,RG7388-1,3_R_2_37_4_12,12_S_21_13_3_42,21_R_36_22_12_43,37_S_36_3_38_44,NULL,NULL,NULL
5003,Z1663292218,10,1,1,0,0,0,57141,2,2,5003,0,0.0013,0,0.0013,-0,104.39901,0,34.761214,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11bQ0gyXVMoPU8pKD1PKVtDSDJdW0NAQEhdKFtDSDNdKU4oW0NIMl1bQ0gzXSlDKD1PKWMoW2NIXVtjSF0xKVtjSF1jKGMxMilOKFtDSDNdKVtDSDJdW0NIMl0y,OPLS_2005,Z1663292218-1,2_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,C1CN(C)c(c12)cc(cc2)C(=O)N(CC)[C@H](C)CS(=O)(=O)CC,Z1663292218-1,16_R_3_18_17_39,NULL,NULL,NULL,NULL,NULL,NULL
5004,Z1649157766,10,1,1,0,0,0,57141,2,3,5004,0.455269873170158,0.0459,0,0.0459,0.4553,28.38222999999999,0,18.580811,0.43658,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W09IXWMxW2NIXVtjSF1bY0hdbmMxW05IXUMoPU8pYzJbY0hdW2NIXVtjSF1bY0hdYzItbjNbY0hdW2NIXVtjSF1uMw==,OPLS_2005,Z1649157766-1,3_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,c1ccnc(c1O)NC(=O)c2c(cccc2)-n3cccn3,Z1649157766-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5005,Z1649157766,10,1,1,0,2,0,57141,2,3,5005,1.13280560578876,0.6602,0.3353,0.325,0.7975,28.20311999999999,0,17.093262,0.56342,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W09IXWMxW2NIXVtjSF1bY0hdbmMxW05IXUMoPU8pYzJbY0hdW2NIXVtjSF1bY0hdYzItbjNbY0hdW2NIXVtjSF1uMw==,OPLS_2005,Z1649157766-2,3_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,c1cc[nH+]c(c1[O-])NC(=O)c2c(cccc2)-n3cccn3,Z1649157766-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5006,Z1649157766,10,1,1,-1,1,0,57141,2,3,5006,1.50694189097342,0.5235,0.5234,0,0.9835,141.73009,0,43.012992,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W09IXWMxW2NIXVtjSF1bY0hdbmMxW05IXUMoPU8pYzJbY0hdW2NIXVtjSF1bY0hdYzItbjNbY0hdW2NIXVtjSF1uMw==,OPLS_2005,Z1649157766-3,3_sdstereoexpander_1_neutralizer_1_epik_3_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,c1cc[nH]c(\c1[O-])=N/C(=O)c2c(cccc2)-n3cccn3,Z1649157766-3,NULL,NULL,NULL,NULL,NULL,NULL,2_3_4_5_Z
5007,Z1359754861,10,1,1,0,0,0,57141,2,4,5007,0,0.0002,0,0.0002,-0,18.87444,0,11.452427,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXW5jKGMxMiljKFtDSDNdKVtjSF1bY0hdYzJTKD1PKSg9TylOM1tDSDJdW0NIMl1PW0NAQEhdKFtDSDJdMyljNFtjSF1ubihbQ0gzXSlbY0hdNA==,OPLS_2005,Z1359754861-2,4_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_2,phasedb_3-LIGPREP-002-in.maegz,c1ccnc(c12)c(C)ccc2S(=O)(=O)N(CCO3)C[C@@H]3c4cnn(C)c4,Z1359754861-1,13_S_12_20_14_36,NULL,NULL,NULL,NULL,NULL,NULL
5008,Z1663149852,10,1,1,0,0,0,57141,2,5,5008,0,0,0,0,-0,28.93362,0,29.598899,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMW5vYyhuMSlbQ0BIXTJbQ0gyXU9bQ0gyXVtDSDJdTjJDKD1PKWMoW2NIXW8zKWMoYzM0KVtjSF1bY0hdW2NIXVtjSF00,OPLS_2005,Z1663149852-1,5_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,c1cccc(c12)occ2C(=O)N3CCOC[C@@H]3c(on4)nc4C,Z1663149852-1,6_R_11_5_7_27,NULL,NULL,NULL,NULL,NULL,NULL
5009,Z1666883608,10,1,1,0,0,0,57141,2,6,5009,0,0,0,0,-0,49.11398000000001,0,63.486398,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xW0NIMl1bQ0gyXVtDSDJdQzEyW0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTIpQyg9TyljM1tjSF1bY0hdbmMoW2NIXTMpT1tDQEhdNFtDSDJdW0NIMl1PW0NIMl00,OPLS_2005,Z1666883608-1,6_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,C1CCCC12CCN(CC2)C(=O)c3cc(ncc3)O[C@H]4CCOC4,Z1666883608-1,9_S_8_13_10_27,NULL,NULL,NULL,NULL,NULL,NULL
5010,Z1139478026,10,1,1,1,1,0,57141,2,7,5010,0.66928173987579,0.3346,0.3346,0,0.3346,43.86569,0,26.057819,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFTKD1PKSg9TylbQ0gyXVtDSDJdTjJbQ0gyXVtDSDJdW0NIMl1bQ0BASF0yW0NIMl1uM1tjSF1bY0hdW2NIXW4z,OPLS_2005,Z1139478026-4,7_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_4,phasedb_3-LIGPREP-002-in.maegz,c1ccccc1S(=O)(=O)CC[N@@H+]2CCC[C@H]2Cn3cccn3,Z1139478026-1,6_S_10_5_7_44,10_S_6_11_9_33,NULL,NULL,NULL,NULL,NULL
5011,Z1139478026,10,1,1,0,0,0,57141,2,7,5011,0.497934641427371,0.498,0,0.498,0.4979,28.76844,0,26.138327,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFTKD1PKSg9TylbQ0gyXVtDSDJdTjJbQ0gyXVtDSDJdW0NIMl1bQ0BASF0yW0NIMl1uM1tjSF1bY0hdW2NIXW4z,OPLS_2005,Z1139478026-6,7_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_2,phasedb_3-LIGPREP-002-in.maegz,c1ccccc1S(=O)(=O)CCN2CCC[C@H]2Cn3cccn3,Z1139478026-2,10_S_6_11_9_33,NULL,NULL,NULL,NULL,NULL,NULL
5012,Z1621367160,10,1,1,0,0,0,57141,2,8,5012,0.00524426405513325,0.0062,0,0.0062,0.0052,35.04319,0,18.498981,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11jMVtjSF1jKFtDSDNdKW4objEpW0NIMl1jMltjSF1bY0hdW2NIXWMoW2NIXTIpW0NIMl1bTkhdQyg9TylbQ0gyXU4zW0NIMl1bQ0gyXU9bQ0gyXVtDSDJdMw==,OPLS_2005,Z1621367160-1,8_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,C1COCCN1CC(=O)NCc2cc(ccc2)Cn(n3)c(C)cc3C,Z1621367160-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5013,Z1623260181,10,1,1,0,0,0,57141,2,9,5013,0,0.0001,0,0.0001,-0,62.01054,0,41.680918,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PYzFbY0hdYyhbY0hdW2NIXWMxRilbQ0gyXVtDSDJdW05IXUMoPU8pTjJbQ0gyXVtDSDJdW0NIMl1bQ0gyXVtDQEBIXTJjM1tjSF1uW25IXVtjSF0z,OPLS_2005,Z1623260181-1,9_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,c1cc(F)c(OC)cc1CCNC(=O)N2CCCC[C@@H]2c3cn[nH]c3,Z1623260181-1,16_R_11_17_15_44,NULL,NULL,NULL,NULL,NULL,NULL
5014,Z595050880,10,1,1,0,0,0,57141,2,10,5014,0,0.001,0,0.001,-0,48.16616,0,15.110964,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PYzFbY0hdW2NIXVtjSF1jKFtjSF0xKUMoPU8pW05IXVtDSDJdYzJbY0hdW2NIXVtjSF1jKFtjSF0yKVtDSDJdbjNuYyhbQ0gzXSlbY0hdYzNbQ0gzXQ==,OPLS_2005,Z595050880-1,10_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,c1ccc(OC)cc1C(=O)NCc2cc(ccc2)Cn(n3)c(C)cc3C,Z595050880-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5015,Z1266295171,10,1,1,0,0,0,57141,2,11,5015,0.00327814403030662,0.0033,0,0.0033,0.0033,10.93178,0,14.949295,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W2NIXTFbY0hdW2NIXWMoRiljKGMxMilPW0NASF0oW0NIMl0yKUMoPU8pW05IXVtDSDJdW0NIMl1jKG4zKXNjKGMzNClbQ0gyXVtDSDJdW0NIMl1bQ0gyXTQ=,OPLS_2005,Z1266295171-1,11_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,phasedb_3-LIGPREP-002-in.maegz,c1ccc(F)c(c12)O[C@H](C2)C(=O)NCCc(n3)sc(c34)CCCC4,Z1266295171-1,15_R_24_2_16_38,NULL,NULL,NULL,NULL,NULL,NULL
5016,Z1263496266,10,1,1,1,1,0,57141,2,12,5016,0.00644625680706112,0.0032,0.0032,0,0.0032,122.66611,0,48.00702,NULL,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIMl0xW0NIMl1bQ0gyXVtDSDJdW0NIMl1DMTJbQ0BASF0oT1tDSDJdW0NIM10pW0NIMl1bQ0BASF0yTihbQ0gzXSlbQ0gyXVtDQEhdKFtPSF0pW0NIMl1OM1tDSDJdW0NIMl1bQ0gyXUMzPU8=,OPLS_2005,Z1263496266-6,12_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_6,phasedb_3-LIGPREP-002-in.maegz,O=C1CCCN1C[C@@H](O)C[N@@H+](C)[C@@H](C[C@H]2OCC)C23CCCCC3,Z1263496266-1,4_R_3_19_5_30,6_S_7_19_5_33,7_R_6_9_8_59,10_R_11_9_12_39,NULL,NULL,NULL
5017,Z1260204607,10,1,1,1,1,0,57141,2,13,5017,0.0463180401170085,0.0232,0.0232,0,0.0232,1083.6899,0,21.733443,1,NULL,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzEuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,W0NIM11PYzFuW2NIXVtjSF1bY0hdYzFDKD1PKVtOSF1bQ0gyXVtDQEhdMltDSDJdW0NIMl1bQ0gyXU4oW0NIM10pW0NAQEhdMmMzW2NIXVtjSF1bY0hdczM=,OPLS_2005,Z1260204607-8,13_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_8,phasedb_3-LIGPREP-002-in.maegz,c1ccnc(OC)c1C(=O)NC[C@H]2[C@H](c3cccs3)[N@@H+](C)CCC2,Z1260204607-1,13_S_19_12_14_34,17_S_19_16_18_48,19_R_17_20_13_44,NULL,NULL,NULL,NULL
